unit,cycle,s17,s2,s3,s20,s21,s6,s9,s14,s15,s13
51,145,395,642.02,1588.04,38.95,23.3074,21.61,9093.42,8169.08,8.414,2387.99
51,146,391,642.38,1586.36,38.83,23.3914,21.61,9085.86,8168.7,8.4609,2388.04
51,147,393,642.4,1595.14,38.73,23.3819,21.61,9090.54,8173.33,8.4014,2388.01
51,148,393,642.52,1587.43,38.9,23.3775,21.61,9091.21,8168.1,8.4439,2387.99
51,149,392,642.67,1589.04,38.88,23.3705,21.61,9093.68,8169.96,8.4363,2388.03
51,150,393,642.28,1590.71,38.95,23.2774,21.61,9096.87,8178.99,8.4452,2387.99
51,151,392,641.95,1590.87,39.09,23.2743,21.61,9089.54,8179.51,8.452,2388.03
51,152,392,642.92,1588.44,38.84,23.3618,21.61,9100.27,8176.26,8.4183,2388.05
51,153,392,642.53,1588.27,38.94,23.4385,21.61,9096.87,8175.9,8.4056,2387.98
51,154,392,643.0,1591.31,38.93,23.2865,21.61,9096.5,8182.84,8.4023,2388.05
51,155,394,642.56,1591.63,38.84,23.4153,21.61,9098.37,8179.42,8.4317,2387.98
51,156,393,642.15,1590.95,38.85,23.238,21.61,9104.01,8180.08,8.4617,2388.05
51,157,392,642.18,1590.38,38.96,23.3376,21.61,9109.01,8185.27,8.4442,2388.06
51,158,395,642.53,1587.2,38.77,23.2203,21.61,9099.8,8182.26,8.4394,2388.05
51,159,394,642.35,1599.09,38.91,23.3701,21.61,9105.0,8186.2,8.4451,2388.02
51,160,393,642.57,1593.9,38.83,23.3569,21.61,9105.99,8182.63,8.4396,2388.01
51,161,393,642.67,1585.22,38.84,23.3503,21.61,9108.36,8185.06,8.4457,2388.0
51,162,393,642.71,1591.91,38.82,23.2362,21.61,9104.91,8184.57,8.4783,2388.0
51,163,392,642.58,1598.53,38.98,23.3113,21.61,9107.92,8187.08,8.4227,2388.02
51,164,392,642.7,1594.44,38.7,23.345,21.61,9106.22,8186.77,8.4365,2388.01
51,165,393,642.75,1589.77,38.89,23.2796,21.61,9117.76,8186.91,8.4114,2388.07
51,166,395,642.24,1592.89,38.82,23.4058,21.61,9117.35,8186.66,8.4129,2388.01
51,167,394,642.89,1592.23,38.94,23.3449,21.61,9114.24,8186.47,8.4571,2387.96
51,168,393,642.7,1589.03,38.93,23.332,21.61,9113.9,8188.65,8.4168,2388.06
51,169,394,642.78,1595.33,38.91,23.3807,21.61,9114.75,8194.04,8.4197,2388.02
51,170,395,642.75,1590.84,38.92,23.3872,21.61,9125.18,8196.06,8.4649,2388.1
51,171,394,642.55,1591.88,38.64,23.201,21.61,9117.67,8192.49,8.4605,2388.03
51,172,393,642.51,1593.21,38.88,23.2373,21.61,9117.81,8195.51,8.4463,2387.98
51,173,393,642.59,1596.35,38.83,23.2935,21.61,9130.01,8192.4,8.4252,2388.02
51,174,393,642.72,1595.45,39.0,23.3297,21.61,9125.02,8203.31,8.4283,2388.07
51,175,394,642.24,1587.01,38.69,23.2622,21.61,9126.91,8200.78,8.4367,2387.99
51,176,395,642.48,1590.33,38.81,23.2523,21.61,9129.1,8195.48,8.4313,2388.06
51,177,396,642.15,1594.84,38.78,23.2656,21.61,9125.29,8200.41,8.4775,2388.01
51,178,395,642.44,1592.11,38.79,23.4036,21.61,9130.21,8200.25,8.4579,2388.02
51,179,395,643.16,1596.79,38.82,23.2498,21.61,9132.19,8196.51,8.4461,2388.02
51,180,393,642.74,1592.03,38.76,23.2609,21.61,9127.77,8204.46,8.4811,2388.05
51,181,392,643.33,1584.48,38.72,23.2981,21.61,9128.9,8201.1,8.4755,2388.03
51,182,394,642.86,1594.21,38.66,23.2846,21.61,9129.03,8207.87,8.4659,2388.04
51,183,393,642.99,1592.53,38.84,23.2264,21.61,9134.24,8211.99,8.4927,2388.04
51,184,394,642.32,1597.43,38.91,23.2087,21.61,9141.55,8212.66,8.4653,2387.98
51,185,395,643.13,1594.44,38.76,23.2431,21.61,9142.86,8216.43,8.4496,2388.09
51,186,396,643.21,1589.96,38.79,23.3117,21.61,9132.56,8217.13,8.4684,2388.03
51,187,395,642.62,1591.46,38.65,23.2538,21.61,9143.57,8211.34,8.4535,2388.06
51,188,394,642.98,1596.83,38.77,23.1368,21.61,9153.59,8211.55,8.4598,2388.01
51,189,393,642.87,1595.66,38.8,23.274,21.61,9153.17,8221.71,8.4627,2388.05
51,190,394,643.1,1600.81,38.69,23.3197,21.61,9154.05,8226.4,8.4591,2388.08
51,191,394,642.74,1584.78,38.65,23.2786,21.61,9152.17,8220.61,8.4678,2387.99
51,192,395,643.45,1594.21,38.54,23.2994,21.61,9158.53,8227.41,8.444,2388.08
51,193,395,643.08,1591.05,38.64,23.1821,21.61,9166.96,8224.08,8.4818,2388.05
51,194,394,643.4,1593.76,38.65,23.1941,21.61,9165.02,8229.31,8.4651,2388.03
51,195,395,643.16,1596.05,38.66,23.1147,21.61,9164.67,8237.0,8.4809,2388.03
51,196,396,643.09,1596.96,38.85,23.212,21.61,9167.14,8233.55,8.4522,2388.1
51,197,395,642.83,1597.94,38.96,23.1683,21.61,9179.12,8236.36,8.4965,2388.04
51,198,395,643.51,1591.09,38.53,23.1286,21.61,9175.36,8239.24,8.4886,2388.08
51,199,395,643.19,1592.24,38.65,23.2985,21.61,9174.31,8238.54,8.4873,2388.08
51,200,395,642.65,1594.92,38.69,23.1436,21.61,9175.16,8242.47,8.4732,2388.05
51,201,395,643.27,1605.04,38.45,23.2067,21.61,9185.64,8245.46,8.4866,2388.08
51,202,394,643.22,1605.12,38.82,23.1381,21.61,9185.22,8248.19,8.4987,2388.06
51,203,396,643.08,1590.92,38.62,23.0319,21.61,9188.26,8253.41,8.499,2388.07
51,204,396,643.21,1604.24,38.67,23.1033,21.61,9201.99,8253.27,8.4982,2388.09
51,205,393,643.31,1592.63,38.57,23.1452,21.61,9193.09,8256.4,8.4914,2388.09
51,206,397,643.44,1601.34,38.69,23.1276,21.61,9204.96,8261.07,8.4775,2388.1
51,207,396,643.27,1602.47,38.56,23.2241,21.61,9211.23,8268.39,8.5021,2388.11
51,208,397,643.69,1606.39,38.46,23.2072,21.61,9210.36,8267.54,8.4834,2388.12
51,209,396,643.81,1604.36,38.66,23.1217,21.61,9214.76,8269.27,8.5187,2388.05
51,210,395,643.19,1605.01,38.57,23.0721,21.61,9213.46,8274.65,8.5195,2388.14
51,211,398,643.68,1609.75,38.43,23.0668,21.61,9219.81,8279.86,8.5275,2388.29
51,212,398,643.37,1602.44,38.72,23.0834,21.61,9226.6,8288.26,8.5117,2388.49
51,213,397,644.11,1606.6,38.39,23.0958,21.61,9244.59,8293.72,8.5306,2388.54
52,1,394,642.67,1587.47,38.77,23.3636,21.61,9049.17,8130.94,8.3885,2388.08
52,2,392,642.48,1593.3,39.02,23.2396,21.61,9047.76,8129.41,8.4687,2388.06
52,3,393,642.54,1587.35,38.85,23.3873,21.61,9050.85,8128.58,8.4006,2388.07
52,4,393,643.11,1579.1,38.83,23.3497,21.61,9047.38,8123.91,8.4665,2388.15
52,5,394,642.71,1573.75,38.97,23.4487,21.61,9054.59,8130.27,8.4556,2388.1
52,6,392,642.49,1587.19,38.96,23.2617,21.61,9038.36,8126.2,8.4286,2388.07
52,7,393,643.3,1592.37,38.91,23.282,21.61,9045.55,8127.98,8.4051,2388.15
52,8,395,642.53,1587.08,38.77,23.287,21.61,9053.94,8127.94,8.4552,2388.07
52,9,392,642.85,1589.17,38.85,23.321,21.61,9046.16,8127.31,8.421,2388.05
52,10,392,642.87,1591.95,38.9,23.3184,21.6,9048.65,8133.98,8.4214,2388.12
52,11,393,642.65,1579.6,38.83,23.3505,21.61,9043.07,8130.41,8.404,2388.12
52,12,393,642.82,1595.83,38.7,23.2869,21.61,9052.35,8124.64,8.3991,2388.16
52,13,394,642.19,1583.7,38.84,23.1843,21.61,9053.27,8128.76,8.4204,2388.11
52,14,393,642.75,1594.47,39.13,23.3208,21.61,9048.91,8128.24,8.4527,2388.08
52,15,392,641.93,1589.33,38.88,23.3944,21.61,9046.61,8136.24,8.3959,2388.04
52,16,392,642.86,1589.64,38.81,23.3576,21.61,9042.53,8124.18,8.451,2388.12
52,17,392,642.75,1591.46,38.68,23.2854,21.61,9044.08,8128.5,8.4333,2388.1
52,18,392,642.91,1595.55,38.79,23.2752,21.61,9052.0,8127.35,8.4708,2388.09
52,19,393,642.32,1590.09,38.8,23.2662,21.61,9053.31,8127.82,8.4138,2388.09
52,20,393,642.93,1587.17,38.85,23.2657,21.61,9050.9,8126.24,8.43,2388.13
52,21,394,642.28,1589.67,38.99,23.3216,21.61,9048.48,8124.98,8.4441,2388.14
52,22,392,642.64,1588.46,39.06,23.2732,21.61,9050.7,8132.33,8.4221,2388.16
52,23,393,642.63,1587.5,38.84,23.3642,21.61,9037.07,8124.28,8.4432,2388.15
52,24,393,642.34,1593.9,38.9,23.4299,21.61,9043.7,8134.01,8.4196,2388.13
52,25,392,642.0,1585.47,38.87,23.4114,21.61,9053.43,8132.22,8.4428,2388.09
52,26,392,642.5,1591.04,38.76,23.3168,21.61,9047.13,8129.57,8.4351,2388.11
52,27,395,642.72,1593.13,38.86,23.2791,21.61,9051.68,8126.72,8.426,2388.04
52,28,391,642.76,1581.04,38.97,23.3864,21.61,9048.86,8132.23,8.413,2388.1
52,29,393,642.15,1582.21,38.86,23.2453,21.61,9046.07,8126.76,8.4118,2388.11
52,30,393,642.42,1587.37,38.92,23.2807,21.61,9046.63,8134.0,8.4636,2388.14
52,31,392,642.44,1583.62,38.95,23.2019,21.61,9049.11,8130.66,8.4219,2388.09
52,32,393,642.48,1591.17,38.83,23.2381,21.61,9048.56,8131.31,8.4433,2388.12
52,33,393,642.3,1586.39,38.91,23.2628,21.61,9044.14,8128.41,8.4339,2388.12
52,34,393,642.68,1584.03,38.81,23.3559,21.61,9048.74,8129.01,8.4462,2388.17
52,35,392,642.3,1587.16,38.81,23.3821,21.61,9048.53,8125.8,8.4273,2388.12
52,36,392,642.75,1588.34,38.76,23.2153,21.61,9047.99,8132.08,8.4144,2388.12
52,37,393,642.79,1587.64,38.92,23.3225,21.61,9044.53,8131.04,8.4491,2388.08
52,38,393,642.56,1588.22,38.81,23.3561,21.61,9054.8,8129.12,8.4324,2388.06
52,39,391,642.15,1582.64,38.78,23.3035,21.61,9045.83,8127.17,8.4331,2388.12
52,40,393,642.62,1586.68,38.97,23.3361,21.61,9048.8,8133.08,8.4387,2388.07
52,41,394,642.29,1587.24,38.88,23.363,21.61,9055.36,8131.07,8.3995,2388.08
52,42,392,641.93,1592.62,38.92,23.2624,21.61,9045.42,8128.58,8.4463,2388.1
52,43,393,642.09,1586.98,38.85,23.322,21.61,9059.13,8128.29,8.4245,2388.1
52,44,393,642.68,1585.75,38.94,23.4136,21.61,9049.2,8128.94,8.4103,2388.09
52,45,393,642.33,1592.62,38.93,23.2351,21.61,9050.33,8132.4,8.4321,2388.09
52,46,393,642.89,1593.78,38.75,23.3052,21.61,9046.43,8125.07,8.4433,2388.06
52,47,393,642.11,1597.61,38.88,23.2489,21.61,9048.32,8128.17,8.4231,2388.12
52,48,391,642.22,1593.27,38.65,23.3486,21.61,9048.79,8133.78,8.424,2388.11
52,49,393,642.54,1588.04,38.84,23.2384,21.61,9053.49,8129.31,8.4433,2388.18
52,50,393,642.39,1582.07,38.86,23.2804,21.61,9049.35,8128.43,8.4631,2388.07
52,51,392,642.63,1590.51,38.87,23.2467,21.61,9053.85,8127.92,8.4239,2388.06
52,52,393,642.62,1589.22,38.99,23.2494,21.61,9049.73,8127.7,8.4449,2388.09
52,53,393,642.58,1587.35,38.82,23.2749,21.61,9053.45,8123.13,8.396,2388.12
52,54,392,642.13,1587.43,38.89,23.3206,21.61,9045.97,8129.51,8.458,2388.12
52,55,394,642.87,1584.3,38.87,23.3254,21.61,9044.02,8130.67,8.4088,2388.07
52,56,393,642.16,1590.39,38.95,23.2723,21.61,9052.22,8128.86,8.4324,2388.13
52,57,393,643.35,1589.99,38.95,23.3532,21.61,9046.43,8128.55,8.4353,2388.08
52,58,394,642.06,1593.26,38.8,23.2945,21.61,9056.33,8126.71,8.4123,2388.11
52,59,394,642.72,1590.37,38.91,23.2569,21.61,9054.8,8129.77,8.4226,2388.11
52,60,393,642.49,1591.51,38.9,23.3439,21.61,9050.7,8131.96,8.4092,2388.07
52,61,393,642.78,1586.24,39.03,23.2286,21.61,9042.13,8131.34,8.4374,2388.12
52,62,393,643.05,1586.66,38.82,23.3311,21.61,9046.95,8131.61,8.4269,2388.16
52,63,392,642.76,1585.3,38.62,23.298,21.61,9048.46,8127.79,8.4428,2388.13
52,64,393,642.83,1579.29,39.03,23.1934,21.61,9051.11,8132.45,8.4153,2388.12
52,65,391,642.17,1583.69,38.78,23.3307,21.61,9049.69,8135.55,8.3958,2388.08
52,66,393,642.88,1585.93,38.76,23.2017,21.61,9045.3,8126.94,8.4136,2388.1
52,67,393,642.5,1589.89,38.6,23.3284,21.61,9046.96,8128.38,8.4231,2388.11
52,68,392,642.68,1588.8,38.91,23.3223,21.61,9048.91,8134.61,8.421,2388.05
52,69,392,642.76,1588.36,38.8,23.2898,21.61,9048.34,8127.74,8.4168,2388.13
52,70,394,642.78,1588.81,38.82,23.4265,21.61,9047.29,8128.42,8.4647,2388.13
52,71,393,642.94,1591.37,38.82,23.2826,21.61,9050.1,8131.43,8.4367,2388.15
52,72,394,642.91,1597.59,38.88,23.3763,21.61,9055.1,8130.97,8.4441,2388.1
52,73,393,642.47,1590.49,38.75,23.1729,21.61,9046.28,8129.04,8.4256,2388.08
52,74,393,642.17,1588.47,38.81,23.2723,21.61,9051.95,8125.14,8.4633,2388.07
52,75,392,642.61,1589.82,38.84,23.3106,21.61,9046.57,8125.85,8.403,2388.1
52,76,391,642.67,1592.31,38.83,23.3133,21.61,9051.34,8132.96,8.4197,2388.14
52,77,392,642.56,1589.75,38.65,23.193,21.61,9049.56,8131.86,8.4274,2388.08
52,78,394,642.24,1589.66,38.92,23.3116,21.61,9052.0,8131.69,8.4524,2388.1
52,79,393,642.45,1586.88,38.91,23.3821,21.61,9053.94,8129.22,8.3995,2388.13
52,80,392,642.78,1586.86,38.95,23.4558,21.61,9051.01,8134.03,8.4292,2388.16
52,81,393,642.92,1587.84,38.98,23.4768,21.61,9056.3,8131.12,8.4112,2388.14
52,82,393,642.87,1590.25,38.82,23.199,21.61,9044.12,8127.97,8.4283,2388.09
52,83,393,642.62,1598.7,39.04,23.2953,21.61,9051.03,8134.55,8.4276,2388.15
52,84,393,642.73,1589.53,38.92,23.3113,21.61,9057.67,8130.71,8.4107,2388.13
52,85,394,642.65,1589.74,38.81,23.2851,21.61,9053.73,8125.35,8.4754,2388.09
52,86,394,642.23,1589.89,38.79,23.2345,21.61,9055.32,8132.64,8.4327,2388.1
52,87,395,643.47,1586.99,38.85,23.2169,21.61,9047.61,8134.19,8.4377,2388.13
52,88,393,642.02,1588.8,38.95,23.1963,21.61,9049.95,8133.43,8.4654,2388.1
52,89,394,643.18,1591.26,38.82,23.2724,21.61,9046.41,8129.13,8.4446,2388.15
52,90,391,642.71,1592.16,38.88,23.3463,21.61,9045.52,8130.54,8.4727,2388.07
52,91,392,642.41,1587.71,38.79,23.2277,21.61,9044.87,8129.8,8.4508,2388.12
52,92,393,642.58,1583.64,38.72,23.2731,21.61,9044.73,8132.28,8.434,2388.14
52,93,393,642.95,1595.82,38.8,23.3475,21.61,9053.94,8128.29,8.4377,2388.12
52,94,393,642.88,1585.11,38.92,23.2296,21.61,9057.02,8131.23,8.4569,2388.12
52,95,394,642.72,1590.33,38.74,23.2932,21.61,9061.18,8129.0,8.4693,2388.09
52,96,396,642.05,1590.72,39.11,23.2168,21.61,9039.34,8135.05,8.4686,2388.18
52,97,395,642.96,1595.02,38.66,23.2764,21.61,9047.93,8133.98,8.4187,2388.1
52,98,393,643.14,1587.96,38.9,23.2315,21.61,9049.41,8131.41,8.4496,2388.08
52,99,392,643.0,1591.02,38.97,23.3249,21.61,9054.78,8134.16,8.4288,2388.13
52,100,393,643.26,1593.08,38.99,23.2991,21.61,9059.15,8130.16,8.4548,2388.1
52,101,392,642.54,1595.29,38.91,23.3376,21.61,9050.77,8131.53,8.4076,2388.1
52,102,393,642.82,1587.71,38.6,23.3391,21.61,9049.66,8131.29,8.4456,2388.13
52,103,393,642.91,1587.56,38.96,23.2677,21.61,9052.33,8135.01,8.4037,2388.1
52,104,394,642.84,1590.26,38.93,23.1982,21.61,9058.48,8135.73,8.4408,2388.11
52,105,391,642.36,1591.98,38.93,23.2901,21.61,9059.28,8133.36,8.4292,2388.13
52,106,393,642.72,1590.47,38.73,23.2377,21.61,9057.19,8135.95,8.4637,2388.15
52,107,393,642.83,1592.05,38.69,23.2225,21.61,9049.07,8131.59,8.4649,2388.11
52,108,394,642.98,1586.2,38.85,23.3553,21.61,9057.74,8139.39,8.4445,2388.12
52,109,394,643.2,1599.43,38.63,23.2392,21.61,9053.58,8137.59,8.4563,2388.13
52,110,393,642.45,1586.18,38.77,23.3548,21.61,9049.83,8132.7,8.4502,2388.12
52,111,393,642.12,1596.54,38.83,23.1978,21.61,9045.43,8129.31,8.4379,2388.2
52,112,394,642.98,1591.13,38.57,23.274,21.61,9047.25,8137.72,8.4376,2388.07
52,113,391,642.36,1587.1,38.85,23.2764,21.61,9053.66,8134.71,8.4238,2388.11
52,114,393,643.27,1593.46,39.05,23.177,21.61,9050.19,8131.53,8.4535,2388.14
52,115,392,642.47,1588.83,38.87,23.4081,21.61,9054.23,8130.71,8.4213,2388.11
52,116,394,642.5,1590.65,38.89,23.2291,21.61,9058.86,8134.88,8.429,2388.1
52,117,393,642.82,1586.54,38.97,23.2899,21.61,9058.1,8136.15,8.4603,2388.07
52,118,393,642.84,1592.01,38.76,23.2381,21.61,9050.27,8135.72,8.4211,2388.13
52,119,394,643.22,1590.49,38.75,23.2227,21.61,9062.19,8135.28,8.4368,2388.13
52,120,393,642.57,1591.26,38.82,23.2786,21.61,9059.62,8133.41,8.4638,2388.1
52,121,394,643.11,1594.33,38.72,23.2883,21.61,9056.15,8130.16,8.4469,2388.12
52,122,393,642.76,1590.9,38.64,23.3309,21.61,9053.81,8136.35,8.4444,2388.1
52,123,391,642.54,1592.51,38.78,23.2854,21.61,9050.13,8138.2,8.4599,2388.11
52,124,393,642.82,1588.69,38.9,23.2584,21.61,9046.88,8132.59,8.4331,2388.05
52,125,394,642.56,1587.06,38.87,23.3494,21.61,9058.53,8138.02,8.4084,2388.14
52,126,395,642.75,1585.99,38.67,23.2946,21.61,9063.07,8132.09,8.438,2388.14
52,127,393,643.27,1588.16,38.73,23.2936,21.61,9055.69,8130.29,8.4396,2388.15
52,128,394,642.47,1587.97,38.82,23.2743,21.61,9062.8,8133.79,8.4809,2388.16
52,129,393,642.8,1598.13,39.02,23.2983,21.61,9050.95,8135.39,8.478,2388.11
52,130,393,643.03,1591.24,38.86,23.2652,21.61,9051.57,8135.74,8.4469,2388.14
52,131,393,643.07,1581.96,38.79,23.1701,21.61,9056.83,8132.54,8.4246,2388.08
52,132,395,643.34,1599.6,38.74,23.2078,21.61,9062.84,8136.05,8.4721,2388.13
52,133,393,642.98,1591.52,38.74,23.2915,21.61,9062.89,8135.05,8.466,2388.12
52,134,395,642.48,1592.64,38.69,23.2332,21.61,9054.61,8137.17,8.4442,2388.13
52,135,395,642.82,1593.76,38.57,23.3283,21.61,9053.17,8134.08,8.4818,2388.14
52,136,394,643.05,1591.96,38.64,23.2451,21.61,9062.24,8137.37,8.4585,2388.16
52,137,393,642.58,1593.7,38.63,23.3863,21.61,9062.53,8133.05,8.4476,2388.14
52,138,394,642.34,1592.09,38.83,23.3225,21.61,9059.42,8135.41,8.457,2388.16
52,139,394,642.63,1589.8,39.01,23.2312,21.61,9061.32,8135.95,8.427,2388.15
52,140,393,642.71,1598.93,38.67,23.322,21.61,9058.68,8138.5,8.4724,2388.13
52,141,393,642.58,1592.66,38.82,23.1906,21.61,9064.0,8135.42,8.4679,2388.18
52,142,392,643.19,1594.68,38.86,23.3787,21.61,9068.47,8144.5,8.4719,2388.16
52,143,394,642.67,1593.13,38.71,23.258,21.61,9062.24,8138.63,8.4492,2388.15
52,144,394,642.89,1595.02,38.62,23.1748,21.61,9056.07,8138.85,8.4617,2388.14
52,145,393,642.67,1592.52,38.74,23.2311,21.61,9056.73,8144.12,8.4729,2388.08
52,146,394,642.91,1586.34,38.79,23.3156,21.61,9062.84,8144.88,8.4286,2388.09
52,147,394,642.64,1589.85,38.69,23.3281,21.61,9062.12,8139.0,8.4462,2388.09
52,148,393,643.06,1589.94,38.8,23.2173,21.61,9061.25,8144.0,8.4424,2388.14
52,149,393,643.1,1597.46,38.61,23.2354,21.61,9065.33,8140.04,8.4449,2388.15
52,150,394,642.86,1587.21,38.5,23.2163,21.61,9064.53,8141.62,8.4198,2388.14
52,151,393,643.25,1599.24,38.74,23.2025,21.61,9068.19,8139.76,8.425,2388.13
52,152,395,642.92,1597.08,38.78,23.3239,21.61,9062.31,8150.21,8.4487,2388.08
52,153,395,643.52,1602.62,38.76,23.1736,21.61,9061.1,8144.07,8.4888,2388.11
52,154,396,642.68,1593.19,38.89,23.2422,21.61,9062.79,8140.75,8.5054,2388.13
52,155,394,643.17,1591.52,38.71,23.1354,21.61,9058.23,8143.44,8.44,2388.17
52,156,394,642.92,1594.75,38.65,23.1323,21.61,9059.36,8143.39,8.4547,2388.14
52,157,393,643.59,1593.04,38.81,23.2434,21.61,9060.41,8145.35,8.4328,2388.17
52,158,393,643.04,1599.19,38.71,23.234,21.61,9064.19,8149.46,8.4422,2388.12
52,159,395,642.77,1597.74,38.72,23.2812,21.61,9065.09,8141.25,8.4239,2388.12
52,160,394,642.83,1595.43,38.68,23.1648,21.61,9068.6,8140.08,8.4704,2388.18
52,161,394,642.85,1602.13,38.55,23.1504,21.61,9062.48,8143.68,8.4812,2388.09
52,162,394,642.92,1589.5,38.72,23.1752,21.61,9067.91,8145.38,8.4683,2388.12
52,163,395,643.27,1591.84,38.79,23.29,21.61,9060.25,8140.23,8.4864,2388.18
52,164,395,642.85,1599.89,38.79,23.2388,21.61,9073.74,8146.88,8.4606,2388.2
52,165,396,642.9,1598.95,38.68,23.3064,21.61,9071.73,8144.48,8.4873,2388.19
52,166,395,643.06,1591.63,38.85,23.2368,21.61,9061.89,8150.02,8.4887,2388.15
52,167,393,643.02,1588.04,38.94,23.2748,21.61,9070.41,8141.2,8.4487,2388.15
52,168,395,643.08,1589.96,38.53,23.2076,21.61,9073.53,8149.53,8.5078,2388.2
52,169,396,643.72,1597.26,38.72,23.2619,21.61,9070.97,8151.65,8.4976,2388.17
52,170,396,643.21,1599.29,38.52,23.1227,21.61,9060.68,8145.94,8.4597,2388.15
52,171,395,642.84,1597.16,38.76,23.202,21.61,9073.47,8146.44,8.4496,2388.1
52,172,395,642.64,1593.68,38.53,23.2777,21.61,9076.96,8148.56,8.4659,2388.13
52,173,396,643.04,1599.44,38.64,23.197,21.61,9074.19,8153.55,8.476,2388.15
52,174,396,642.72,1599.19,38.61,23.1571,21.61,9070.26,8148.47,8.4869,2388.13
52,175,395,643.51,1595.08,38.57,23.1028,21.61,9072.4,8152.76,8.4785,2388.13
52,176,394,643.3,1590.24,38.41,23.2056,21.61,9075.38,8149.52,8.4699,2388.16
52,177,395,643.39,1597.72,38.78,23.1531,21.61,9083.84,8147.19,8.4694,2388.17
52,178,395,643.07,1597.72,38.56,23.2675,21.61,9074.33,8150.74,8.4853,2388.14
52,179,395,642.91,1600.76,38.69,23.2613,21.61,9083.83,8157.56,8.4725,2388.17
52,180,395,643.5,1593.73,38.75,23.1657,21.61,9082.72,8155.56,8.4558,2388.16
52,181,396,643.07,1595.19,38.69,23.1682,21.61,9073.26,8151.94,8.4598,2388.15
52,182,396,643.59,1595.18,38.62,23.2242,21.61,9079.29,8151.9,8.4869,2388.17
52,183,396,643.4,1597.72,38.51,23.2271,21.61,9087.0,8160.0,8.4885,2388.16
52,184,395,642.88,1597.34,38.56,22.9558,21.61,9082.49,8156.61,8.4916,2388.16
52,185,394,642.99,1596.16,38.6,23.1838,21.61,9075.93,8158.25,8.5048,2388.2
52,186,396,643.61,1601.25,38.54,23.0806,21.61,9084.9,8155.49,8.5045,2388.19
52,187,395,643.07,1600.19,38.55,23.1362,21.61,9086.07,8159.02,8.5037,2388.12
52,188,393,643.12,1594.41,38.57,22.9463,21.61,9086.99,8159.58,8.5184,2388.15
52,189,395,642.77,1605.53,38.44,23.1681,21.61,9089.2,8160.68,8.4582,2388.18
52,190,394,643.13,1594.22,38.56,23.1194,21.61,9089.03,8157.73,8.5057,2388.14
52,191,395,643.6,1595.77,38.62,23.1696,21.61,9086.56,8159.97,8.4942,2388.17
52,192,397,643.56,1598.38,38.49,23.1281,21.61,9092.3,8157.52,8.5209,2388.19
52,193,395,643.33,1606.89,38.57,23.1583,21.61,9096.11,8162.13,8.4934,2388.17
52,194,396,643.2,1597.44,38.32,23.1389,21.61,9082.86,8163.79,8.464,2388.18
52,195,395,643.62,1597.0,38.51,23.0456,21.61,9092.25,8158.52,8.507,2388.13
52,196,396,643.67,1598.61,38.55,23.1323,21.61,9087.67,8164.07,8.4925,2388.2
52,197,396,643.57,1604.82,38.66,23.2464,21.61,9088.04,8161.6,8.5018,2388.17
52,198,396,643.09,1601.98,38.48,23.1038,21.61,9090.04,8162.06,8.5216,2388.15
52,199,395,643.28,1599.03,38.54,23.0906,21.61,9092.67,8162.92,8.5099,2388.21
52,200,396,643.3,1599.22,38.45,23.1463,21.61,9092.46,8171.62,8.5097,2388.12
52,201,396,643.51,1599.52,38.55,23.0678,21.61,9093.02,8167.62,8.5033,2388.23
52,202,396,643.46,1596.47,38.5,23.1765,21.61,9100.96,8171.14,8.517,2388.16
52,203,395,644.14,1602.23,38.31,23.0691,21.61,9096.69,8167.06,8.5385,2388.2
52,204,395,643.41,1600.64,38.5,23.1171,21.61,9095.83,8164.61,8.4886,2388.21
52,205,397,643.51,1598.22,38.38,23.0776,21.61,9103.0,8173.82,8.503,2388.16
52,206,396,643.82,1595.32,38.32,23.1135,21.61,9103.17,8172.94,8.5414,2388.2
52,207,396,643.8,1606.58,38.62,23.0372,21.61,9100.06,8172.4,8.5298,2388.2
52,208,396,643.66,1603.87,38.52,23.1414,21.61,9107.39,8179.97,8.5365,2388.17
52,209,398,643.61,1604.1,38.45,22.9884,21.61,9107.12,8176.82,8.5502,2388.23
52,210,399,643.45,1605.72,38.33,23.0421,21.61,9106.14,8179.78,8.5218,2388.2
52,211,396,643.37,1606.32,38.43,23.0116,21.61,9109.17,8176.87,8.5256,2388.21
52,212,396,644.29,1602.27,38.41,23.1275,21.61,9115.67,8177.88,8.4894,2388.2
52,213,397,643.67,1601.99,38.35,23.015,21.61,9119.4,8181.73,8.5159,2388.21
53,1,392,642.33,1589.39,38.91,23.2416,21.61,9065.54,8146.36,8.4451,2388.1
53,2,392,642.65,1586.85,38.74,23.5065,21.61,9064.74,8141.85,8.4543,2388.07
53,3,392,641.7,1583.06,38.87,23.3221,21.61,9055.57,8138.86,8.4192,2388.05
53,4,392,642.52,1584.19,38.86,23.427,21.61,9063.3,8138.48,8.4328,2388.06
53,5,393,642.41,1587.38,38.92,23.3399,21.61,9057.34,8138.52,8.3914,2388.02
53,6,392,642.45,1588.68,39.13,23.3291,21.61,9053.5,8140.44,8.4392,2388.12
53,7,392,642.76,1585.02,38.93,23.4027,21.61,9067.56,8142.13,8.4197,2388.05
53,8,392,642.19,1586.23,39.05,23.3508,21.61,9059.63,8140.29,8.4079,2388.07
53,9,392,642.7,1582.96,38.98,23.3708,21.61,9057.86,8137.18,8.4343,2388.04
53,10,393,642.49,1584.81,38.94,23.3621,21.61,9067.05,8140.04,8.4194,2388.06
