unit,cycle,s17,s2,s3,s20,s21,s6,s9,s14,s15,s13,max_cycle,RUL,predicted_rul_xgb
48,119,392,642.18,1586.09,39.0,23.2948,21.61,9072.92,8154.77,8.4299,2387.99,231,112,104.5216
48,120,392,642.44,1588.55,38.88,23.4132,21.61,9068.99,8161.43,8.4052,2388.0,231,111,106.69971
48,121,391,642.03,1589.41,38.99,23.3528,21.61,9069.27,8154.18,8.4567,2388.03,231,110,113.57869
48,122,391,642.3,1586.82,39.16,23.3222,21.61,9077.56,8152.6,8.3993,2388.0,231,109,111.420006
48,123,393,641.93,1592.87,39.1,23.3386,21.61,9069.93,8157.78,8.4086,2388.03,231,108,104.3608
48,124,392,641.75,1585.63,39.06,23.3738,21.61,9075.13,8159.49,8.4541,2388.0,231,107,119.884445
48,125,392,642.3,1582.96,39.07,23.2803,21.61,9083.28,8153.9,8.4026,2387.98,231,106,102.219765
48,126,391,642.45,1579.8,38.98,23.3129,21.61,9078.74,8155.0,8.4054,2387.97,231,105,118.73858
48,127,391,642.73,1586.03,38.88,23.3955,21.61,9079.14,8162.87,8.4069,2387.97,231,104,97.665535
48,128,391,642.28,1585.67,38.8,23.4026,21.61,9077.31,8160.39,8.3935,2387.96,231,103,104.88959
48,129,393,642.28,1580.19,38.82,23.3757,21.61,9085.25,8158.56,8.414,2388.01,231,102,86.373184
48,130,392,641.61,1595.71,38.95,23.3519,21.61,9077.04,8157.2,8.4635,2387.97,231,101,126.419685
48,131,392,642.65,1586.1,38.92,23.3736,21.61,9079.77,8159.93,8.4019,2388.02,231,100,95.22547
48,132,391,642.31,1590.47,39.03,23.3766,21.61,9075.46,8159.86,8.3847,2388.04,231,99,99.7771
48,133,391,642.74,1586.64,38.89,23.264,21.61,9085.2,8161.72,8.4237,2388.05,231,98,71.88056
48,134,392,642.52,1587.53,38.99,23.347,21.61,9089.17,8159.75,8.4292,2387.99,231,97,82.031784
48,135,391,642.47,1591.14,38.82,23.2983,21.61,9076.2,8158.97,8.399,2387.98,231,96,105.551094
48,136,393,642.11,1582.87,39.04,23.4057,21.61,9079.84,8163.53,8.4288,2388.02,231,95,94.19224
48,137,391,642.81,1586.86,38.84,23.4128,21.61,9080.62,8157.32,8.4055,2388.01,231,94,95.90948
48,138,393,642.03,1586.7,38.83,23.3331,21.61,9086.91,8163.03,8.4059,2388.02,231,93,74.95398
48,139,392,642.41,1583.75,38.84,23.3403,21.61,9078.15,8160.35,8.4079,2388.02,231,92,103.28992
48,140,393,642.48,1583.78,39.05,23.405,21.61,9083.14,8159.01,8.4296,2388.02,231,91,87.1219
48,141,392,642.4,1579.98,38.87,23.4452,21.61,9088.46,8160.56,8.3977,2388.0,231,90,93.65927
48,142,391,642.23,1587.81,39.07,23.4193,21.6,9085.0,8162.77,8.3446,2387.98,231,89,110.49702
48,143,391,642.53,1586.18,39.01,23.3323,21.61,9085.12,8163.9,8.431,2388.0,231,88,80.82562
48,144,394,642.37,1588.01,39.06,23.4883,21.61,9084.75,8162.83,8.4403,2388.01,231,87,91.8578
48,145,392,642.75,1581.33,38.96,23.3868,21.61,9085.19,8164.54,8.3969,2388.03,231,86,90.01176
48,146,393,642.73,1584.24,39.04,23.3931,21.61,9089.08,8165.11,8.4194,2387.96,231,85,74.26259
48,147,392,642.42,1594.6,38.92,23.3166,21.61,9082.47,8164.07,8.3923,2388.02,231,84,89.534645
48,148,392,642.5,1588.13,39.06,23.3924,21.61,9091.61,8160.94,8.4309,2388.0,231,83,76.23639
48,149,392,642.29,1587.15,38.88,23.3767,21.61,9079.35,8160.03,8.4378,2387.96,231,82,91.845474
48,150,393,642.59,1585.96,38.85,23.3854,21.61,9094.33,8160.37,8.4121,2388.05,231,81,70.243484
48,151,392,642.33,1585.5,38.97,23.2836,21.61,9085.09,8167.42,8.4248,2388.02,231,80,82.2843
48,152,391,642.31,1590.34,39.06,23.4439,21.61,9094.31,8164.39,8.4345,2387.98,231,79,78.29989
48,153,391,642.68,1594.39,38.94,23.2717,21.61,9084.28,8169.85,8.4318,2388.01,231,78,75.6146
48,154,393,642.16,1585.91,38.89,23.4489,21.61,9096.19,8170.6,8.4296,2388.03,231,77,63.20501
48,155,394,642.92,1587.86,38.87,23.3339,21.61,9089.61,8166.66,8.4457,2388.04,231,76,54.262604
48,156,393,642.28,1590.67,38.96,23.3283,21.61,9099.52,8171.18,8.4445,2387.98,231,75,71.02657
48,157,392,642.7,1592.57,38.78,23.2402,21.61,9084.88,8167.12,8.4177,2388.02,231,74,75.5096
48,158,392,642.32,1590.45,38.96,23.2618,21.61,9094.69,8170.44,8.4051,2388.03,231,73,68.562256
48,159,393,642.42,1582.51,38.89,23.3774,21.61,9094.19,8171.24,8.4156,2388.01,231,72,65.0018
48,160,394,642.39,1585.96,38.78,23.3298,21.61,9087.64,8168.64,8.4616,2388.02,231,71,60.289497
48,161,392,642.69,1588.77,38.82,23.4195,21.61,9098.94,8169.93,8.4209,2388.02,231,70,63.38148
48,162,391,642.67,1588.73,38.86,23.2964,21.61,9097.55,8172.98,8.4651,2388.03,231,69,55.37139
48,163,392,642.39,1588.28,38.81,23.2202,21.61,9090.54,8172.88,8.4235,2388.01,231,68,73.496414
48,164,393,642.5,1585.7,38.69,23.2296,21.61,9101.15,8170.93,8.4175,2388.05,231,67,49.2164
48,165,395,643.0,1591.63,38.68,23.2428,21.61,9102.92,8178.94,8.4322,2388.0,231,66,40.260452
48,166,393,642.51,1587.01,38.85,23.3821,21.61,9102.78,8172.57,8.472,2388.08,231,65,47.994144
48,167,392,641.53,1591.51,38.9,23.2416,21.61,9098.68,8175.82,8.4383,2387.96,231,64,78.8031
48,168,394,642.54,1583.44,38.91,23.3072,21.61,9097.86,8171.58,8.4134,2388.03,231,63,62.81644
48,169,395,642.81,1582.34,38.83,23.3032,21.61,9095.9,8179.37,8.4436,2388.08,231,62,50.743103
48,170,393,642.32,1601.41,38.92,23.2899,21.61,9097.63,8171.82,8.4977,2388.01,231,61,52.214584
48,171,394,642.99,1592.53,38.81,23.2065,21.61,9096.11,8178.24,8.4421,2388.08,231,60,43.372307
48,172,393,642.02,1595.99,38.68,23.423,21.61,9098.69,8180.34,8.4062,2388.04,231,59,63.345604
48,173,394,642.9,1590.64,38.74,23.2552,21.61,9101.8,8180.95,8.4488,2388.02,231,58,39.36727
48,174,394,642.75,1584.64,38.87,23.359,21.61,9100.32,8183.33,8.4107,2388.01,231,57,57.485172
48,175,393,642.79,1597.99,38.84,23.3409,21.61,9102.75,8183.38,8.4439,2388.02,231,56,48.417652
48,176,393,642.99,1589.6,38.78,23.3887,21.61,9106.35,8181.34,8.4136,2388.06,231,55,51.331345
48,177,394,642.59,1589.32,38.78,23.2869,21.61,9105.62,8183.12,8.4167,2388.08,231,54,45.542244
48,178,393,642.05,1585.45,38.78,23.3475,21.61,9116.1,8184.61,8.4509,2388.01,231,53,47.319664
48,179,393,642.38,1588.41,38.96,23.3672,21.61,9102.32,8181.91,8.4377,2388.03,231,52,62.460663
48,180,391,642.39,1595.3,38.78,23.2588,21.61,9109.81,8183.92,8.4336,2388.03,231,51,49.997925
48,181,395,642.53,1592.39,38.81,23.3259,21.61,9107.37,8185.11,8.4658,2388.07,231,50,37.65785
48,182,393,643.01,1585.15,38.94,23.3445,21.61,9107.35,8186.88,8.4261,2387.98,231,49,53.85486
48,183,394,642.84,1594.15,38.73,23.3863,21.61,9113.2,8186.44,8.4266,2387.99,231,48,41.918415
48,184,393,642.52,1591.88,38.82,23.3124,21.6,9115.5,8194.3,8.4368,2388.03,231,47,38.71816
48,185,393,642.53,1598.55,38.77,23.2795,21.61,9116.37,8189.63,8.4457,2388.02,231,46,43.935257
48,186,394,642.4,1590.33,38.89,23.4084,21.61,9115.52,8192.21,8.4212,2388.04,231,45,46.012165
48,187,394,642.62,1599.39,38.78,23.3541,21.61,9118.25,8191.67,8.4314,2388.07,231,44,34.423244
48,188,393,642.34,1593.36,38.72,23.2895,21.61,9125.49,8198.76,8.4363,2388.01,231,43,45.962406
48,189,392,643.0,1589.45,38.64,23.2525,21.61,9119.91,8194.35,8.4462,2388.04,231,42,41.611546
48,190,394,643.22,1589.68,38.87,23.4068,21.61,9121.12,8196.27,8.4243,2388.01,231,41,45.745567
48,191,396,642.66,1586.88,38.8,23.2577,21.61,9126.4,8197.29,8.4432,2387.99,231,40,37.56072
48,192,395,643.01,1595.3,38.94,23.251,21.61,9128.35,8200.61,8.4453,2388.06,231,39,38.776024
48,193,393,642.46,1596.92,38.72,23.2873,21.61,9129.75,8195.52,8.4531,2387.99,231,38,42.125397
48,194,395,642.62,1592.95,38.6,23.2724,21.61,9135.74,8198.78,8.4348,2388.08,231,37,32.25039
48,195,393,642.51,1587.81,38.59,23.2359,21.61,9128.62,8199.95,8.4221,2388.11,231,36,40.465977
48,196,394,643.5,1590.29,38.74,23.3566,21.61,9129.75,8202.95,8.4673,2388.1,231,35,39.58383
48,197,393,642.69,1592.0,38.71,23.1459,21.61,9142.16,8206.38,8.4673,2388.13,231,34,35.439644
48,198,394,642.36,1585.28,38.56,23.2619,21.61,9139.44,8208.5,8.4708,2388.06,231,33,38.019196
48,199,392,643.13,1594.73,38.74,23.1588,21.61,9142.45,8211.98,8.4617,2388.04,231,32,30.439318
48,200,395,642.42,1591.26,38.83,23.1801,21.61,9132.51,8211.23,8.4673,2388.08,231,31,34.468838
48,201,394,642.81,1598.64,38.75,23.366,21.61,9140.4,8213.18,8.4677,2388.1,231,30,29.585012
48,202,394,642.06,1590.76,38.92,23.2684,21.61,9138.14,8214.83,8.4839,2388.07,231,29,28.398508
48,203,395,642.78,1596.3,38.84,23.1209,21.61,9144.42,8211.55,8.4286,2388.08,231,28,32.542126
48,204,396,643.34,1587.42,38.74,23.2117,21.61,9146.09,8216.44,8.4793,2388.05,231,27,24.94952
48,205,395,642.65,1588.68,38.6,23.2698,21.61,9151.35,8216.59,8.4426,2388.05,231,26,31.586735
48,206,394,642.67,1596.45,38.68,23.1415,21.61,9146.51,8217.88,8.4719,2388.07,231,25,24.659115
48,207,396,643.08,1600.75,38.91,23.2077,21.61,9145.09,8222.06,8.488,2388.08,231,24,22.252102
48,208,394,643.33,1591.12,38.84,23.1579,21.61,9155.19,8224.0,8.4692,2388.09,231,23,26.633593
48,209,396,642.83,1596.06,38.78,23.0752,21.61,9158.94,8229.16,8.4857,2388.05,231,22,23.287235
48,210,394,642.71,1600.12,38.68,23.1974,21.61,9161.25,8224.14,8.4822,2388.09,231,21,24.617609
48,211,396,642.91,1600.75,38.7,23.2743,21.61,9164.03,8227.46,8.4596,2388.1,231,20,21.884954
48,212,394,643.02,1594.41,38.64,23.2122,21.61,9170.04,8228.92,8.471,2388.0,231,19,26.52879
48,213,396,643.28,1597.42,38.64,23.1549,21.61,9167.05,8230.32,8.4773,2388.1,231,18,14.214819
48,214,395,643.13,1594.97,38.79,23.1464,21.61,9167.78,8235.98,8.4626,2388.12,231,17,25.38394
48,215,397,643.07,1601.76,38.43,23.1378,21.61,9172.79,8240.15,8.478,2388.06,231,16,16.69903
48,216,397,643.4,1601.0,38.58,23.2,21.61,9171.45,8241.36,8.5016,2388.09,231,15,8.593362
48,217,397,643.29,1594.66,38.41,23.1774,21.61,9167.0,8237.72,8.5073,2388.13,231,14,11.782989
48,218,395,643.33,1598.76,38.72,23.1518,21.61,9182.87,8243.81,8.5131,2388.1,231,13,12.782059
48,219,396,643.35,1601.96,38.45,23.1485,21.61,9183.28,8247.86,8.4863,2388.1,231,12,9.874134
48,220,396,643.43,1600.6,38.52,23.1516,21.61,9187.13,8250.12,8.4868,2388.06,231,11,10.103402
48,221,395,643.08,1598.16,38.6,23.2172,21.61,9191.86,8255.4,8.5087,2388.1,231,10,16.459927
48,222,395,643.71,1603.59,38.65,23.1358,21.61,9190.24,8248.76,8.5139,2388.06,231,9,9.481657
48,223,395,643.59,1604.0,38.4,23.1297,21.61,9194.76,8262.29,8.4945,2388.1,231,8,8.898197
48,224,395,643.36,1606.43,38.51,23.1291,21.61,9202.57,8263.32,8.5171,2388.07,231,7,7.037971
48,225,395,643.87,1598.18,38.36,23.2052,21.61,9198.81,8266.63,8.4576,2388.15,231,6,11.107024
48,226,396,642.95,1604.22,38.5,23.0366,21.61,9207.82,8264.65,8.4938,2388.12,231,5,8.795175
48,227,397,643.75,1608.61,38.64,23.1457,21.61,9208.97,8272.65,8.4803,2388.12,231,4,10.206718
48,228,395,643.82,1598.89,38.51,23.0815,21.61,9210.41,8271.59,8.5145,2388.11,231,3,6.8185496
48,229,396,644.18,1600.93,38.59,23.0387,21.61,9214.52,8270.51,8.4947,2388.12,231,2,6.848663
48,230,397,643.39,1600.58,38.49,23.0147,21.61,9221.31,8276.2,8.5112,2388.2,231,1,1.8984454
48,231,398,644.02,1609.54,38.45,23.0188,21.61,9228.53,8290.25,8.4923,2388.55,231,0,0.76148015
49,1,394,642.31,1595.57,38.87,23.3481,21.61,9041.44,8128.95,8.419,2388.12,215,214,191.94841
49,2,392,642.37,1583.9,38.62,23.229,21.61,9044.2,8121.26,8.4351,2388.12,215,213,200.2121
49,3,392,643.07,1588.82,38.77,23.2212,21.61,9044.87,8126.3,8.4225,2388.14,215,212,200.28716
49,4,393,642.74,1589.17,38.9,23.1871,21.61,9044.73,8130.1,8.4122,2388.1,215,211,184.61623
49,5,393,642.67,1597.75,38.79,23.2603,21.61,9038.16,8118.92,8.4456,2388.1,215,210,194.83745
49,6,392,642.48,1591.5,38.8,23.3882,21.61,9038.0,8128.21,8.4061,2388.17,215,209,190.95679
49,7,392,642.79,1586.42,38.79,23.2537,21.61,9042.66,8125.82,8.4086,2388.09,215,208,194.53636
49,8,393,642.84,1583.72,38.85,23.3083,21.61,9052.53,8121.69,8.415,2388.08,215,207,187.11505
49,9,392,642.54,1589.21,38.84,23.2707,21.61,9048.25,8129.77,8.4307,2388.13,215,206,196.33087
49,10,394,642.1,1582.51,38.91,23.21,21.61,9045.12,8129.52,8.4286,2388.12,215,205,204.65904
49,11,392,642.65,1586.08,38.85,23.3905,21.61,9041.0,8127.82,8.4157,2388.1,215,204,183.23473
49,12,392,641.96,1591.5,38.89,23.3118,21.61,9036.62,8124.51,8.386,2388.1,215,203,191.50764
49,13,393,642.66,1584.42,39.14,23.2094,21.61,9050.28,8123.05,8.4244,2388.14,215,202,179.43088
49,14,391,642.46,1582.09,38.76,23.3011,21.61,9050.1,8121.3,8.4668,2388.13,215,201,174.28493
49,15,395,642.69,1586.17,38.78,23.2952,21.61,9052.51,8127.6,8.42,2388.1,215,200,178.11095
49,16,393,642.53,1588.85,38.87,23.4287,21.61,9050.71,8122.41,8.4268,2388.08,215,199,182.57008
49,17,392,642.56,1593.82,38.85,23.2939,21.61,9043.58,8129.76,8.441,2388.13,215,198,186.2987
49,18,393,642.75,1593.13,38.94,23.1498,21.61,9047.39,8124.01,8.3984,2388.18,215,197,176.42018
49,19,392,642.42,1581.02,38.82,23.2514,21.61,9052.51,8121.95,8.4266,2388.11,215,196,171.95734
49,20,393,642.7,1586.6,38.77,23.2923,21.61,9047.83,8134.64,8.4143,2388.14,215,195,181.82693
49,21,393,642.28,1597.79,38.84,23.3315,21.61,9038.49,8127.2,8.4262,2388.11,215,194,184.45667
49,22,393,642.91,1588.33,38.84,23.2878,21.61,9054.22,8125.94,8.4206,2388.12,215,193,166.66763
49,23,394,642.27,1588.82,38.89,23.3006,21.61,9035.05,8128.59,8.4183,2388.13,215,192,184.84007
49,24,393,643.54,1581.77,38.63,23.2887,21.61,9043.09,8121.02,8.4238,2388.08,215,191,188.35617
49,25,391,643.03,1590.76,38.76,23.368,21.61,9049.72,8124.23,8.4059,2388.11,215,190,158.99336
49,26,392,642.17,1589.64,38.89,23.3934,21.61,9042.85,8120.35,8.4198,2388.1,215,189,173.85445
49,27,392,642.41,1592.51,38.94,23.2167,21.61,9046.1,8122.99,8.4303,2388.13,215,188,167.81001
49,28,393,642.25,1584.27,38.91,23.3103,21.61,9049.57,8123.05,8.426,2388.1,215,187,169.62439
49,29,394,643.17,1589.79,39.05,23.3732,21.61,9041.75,8118.11,8.416,2388.1,215,186,160.34724
49,30,393,642.59,1584.97,38.78,23.2756,21.61,9041.51,8125.89,8.4391,2388.1,215,185,165.12093
49,31,393,642.51,1589.2,38.74,23.3764,21.61,9041.32,8124.1,8.4114,2388.12,215,184,162.45958
49,32,392,642.93,1589.06,38.87,23.2173,21.61,9042.04,8127.59,8.3945,2388.14,215,183,155.68991
49,33,394,642.05,1590.63,38.9,23.2626,21.61,9042.16,8123.6,8.4585,2388.15,215,182,157.40228
49,34,393,642.65,1593.91,38.84,23.3675,21.61,9042.22,8118.93,8.4204,2388.13,215,181,160.83292
49,35,393,643.45,1590.74,39.04,23.1894,21.61,9045.23,8129.16,8.4142,2388.08,215,180,174.33348
49,36,393,641.9,1591.63,38.95,23.2955,21.61,9042.5,8123.04,8.4674,2388.14,215,179,150.91669
49,37,393,642.49,1592.13,38.95,23.2534,21.61,9049.26,8127.96,8.4318,2388.14,215,178,159.58917
49,38,393,642.64,1583.5,38.75,23.3002,21.61,9049.03,8125.54,8.419,2388.09,215,177,161.86449
49,39,393,642.39,1582.69,38.77,23.3319,21.61,9041.99,8126.35,8.4512,2388.11,215,176,155.2843
49,40,393,642.29,1585.78,38.75,23.3071,21.61,9041.12,8121.9,8.4687,2388.15,215,175,159.75865
49,41,393,642.77,1589.44,38.87,23.303,21.61,9046.19,8122.96,8.4625,2388.09,215,174,153.65038
49,42,392,642.81,1591.09,38.84,23.3008,21.61,9039.47,8121.85,8.4485,2388.14,215,173,141.40714
49,43,392,642.41,1586.5,38.88,23.3528,21.61,9049.53,8127.64,8.3887,2388.08,215,172,161.93579
49,44,393,642.46,1586.31,38.89,23.3859,21.61,9037.6,8122.48,8.444,2388.13,215,171,158.27844
49,45,393,642.58,1587.28,38.71,23.2468,21.61,9043.65,8128.3,8.4392,2388.13,215,170,155.18588
49,46,393,642.26,1594.31,38.87,23.2625,21.61,9051.83,8127.5,8.4373,2388.11,215,169,150.9844
49,47,394,642.58,1592.7,38.66,23.3348,21.61,9045.06,8129.1,8.4445,2388.15,215,168,146.46234
49,48,393,642.32,1585.86,38.73,23.28,21.61,9042.14,8128.5,8.4496,2388.12,215,167,146.05182
49,49,393,642.48,1584.77,38.98,23.4417,21.61,9053.19,8121.3,8.4799,2388.08,215,166,161.0558
49,50,392,642.35,1587.4,38.81,23.2344,21.61,9041.8,8125.62,8.4328,2388.13,215,165,151.77046
49,51,392,642.1,1593.78,38.89,23.3237,21.61,9053.36,8127.66,8.4382,2388.19,215,164,150.70483
49,52,392,642.44,1589.79,38.98,23.3352,21.61,9045.93,8126.44,8.3865,2388.14,215,163,156.98856
49,53,393,642.09,1593.19,38.83,23.2421,21.61,9044.54,8125.56,8.4438,2388.07,215,162,153.30768
49,54,393,642.57,1589.47,38.61,23.2013,21.61,9043.73,8121.68,8.4498,2388.11,215,161,138.18436
49,55,392,642.66,1593.9,38.83,23.3161,21.61,9049.17,8126.9,8.4012,2388.1,215,160,145.20319
49,56,392,642.43,1595.59,38.74,23.2486,21.61,9039.12,8127.94,8.4505,2388.13,215,159,139.52872
49,57,393,642.28,1587.92,38.7,23.3669,21.61,9046.22,8123.36,8.4481,2388.12,215,158,137.4074
49,58,392,642.95,1592.41,38.79,23.3413,21.61,9045.97,8123.16,8.4345,2388.1,215,157,139.01949
49,59,393,642.43,1589.59,38.95,23.2474,21.61,9046.71,8124.28,8.4183,2388.11,215,156,136.56744
49,60,393,642.73,1595.22,38.9,23.2885,21.61,9039.75,8124.89,8.4686,2388.1,215,155,136.00053
49,61,393,642.92,1596.38,38.96,23.3148,21.61,9047.97,8126.46,8.4509,2388.11,215,154,145.03922
49,62,393,642.92,1594.92,38.75,23.2271,21.61,9048.04,8131.26,8.4407,2388.14,215,153,132.52826
49,63,393,642.19,1586.72,38.9,23.2818,21.61,9051.66,8128.32,8.456,2388.18,215,152,130.28654
49,64,393,642.73,1602.22,38.93,23.4138,21.61,9039.4,8126.21,8.4412,2388.12,215,151,139.34766
49,65,393,642.33,1594.69,38.8,23.3232,21.61,9048.62,8132.0,8.465,2388.11,215,150,130.76076
49,66,393,642.64,1590.76,38.87,23.3365,21.61,9040.16,8124.96,8.456,2388.18,215,149,123.633606
49,67,392,642.05,1583.12,38.87,23.3682,21.61,9041.84,8126.01,8.4365,2388.15,215,148,132.41685
49,68,394,643.14,1584.12,38.66,23.3793,21.61,9046.75,8127.79,8.4388,2388.1,215,147,125.85868
49,69,393,642.25,1585.18,38.88,23.3328,21.61,9040.0,8130.13,8.4297,2388.12,215,146,130.89914
49,70,393,642.89,1587.82,39.04,23.1984,21.61,9042.29,8129.79,8.4111,2388.09,215,145,116.44576
49,71,393,642.49,1592.68,38.57,23.1957,21.61,9047.44,8127.94,8.4314,2388.12,215,144,128.59462
49,72,392,642.49,1587.98,38.76,23.4077,21.61,9044.75,8122.29,8.4654,2388.12,215,143,126.180336
49,73,392,642.83,1581.49,38.73,23.3167,21.61,9048.79,8125.74,8.4445,2388.12,215,142,127.155266
49,74,394,642.55,1589.2,38.67,23.3266,21.61,9042.44,8123.81,8.4489,2388.11,215,141,124.071175
49,75,392,643.03,1587.12,38.91,23.259,21.61,9044.13,8120.63,8.4288,2388.09,215,140,117.29348
49,76,393,642.54,1586.46,38.93,23.2817,21.61,9046.56,8124.68,8.3922,2388.14,215,139,113.143715
49,77,392,642.45,1586.36,38.83,23.3002,21.61,9048.26,8128.37,8.4001,2388.11,215,138,119.97796
49,78,392,643.28,1596.87,38.83,23.3029,21.61,9047.84,8128.24,8.4163,2388.13,215,137,111.23253
49,79,394,642.77,1586.31,38.84,23.2196,21.61,9051.13,8126.3,8.4311,2388.13,215,136,120.674805
49,80,392,642.71,1591.58,39.0,23.2872,21.61,9051.04,8129.4,8.4636,2388.16,215,135,126.68529
49,81,394,643.05,1596.82,38.87,23.2843,21.61,9050.58,8126.03,8.4389,2388.13,215,134,112.475006
49,82,393,642.71,1587.19,38.96,23.2967,21.61,9041.52,8128.21,8.4584,2388.12,215,133,123.43871
49,83,395,642.96,1584.66,38.64,23.1529,21.61,9043.9,8130.61,8.4427,2388.08,215,132,107.975876
49,84,393,642.69,1594.57,38.87,23.2499,21.61,9047.11,8125.65,8.459,2388.15,215,131,107.329315
49,85,392,642.75,1594.64,38.84,23.2652,21.61,9033.33,8125.84,8.4315,2388.15,215,130,115.70333
49,86,393,642.9,1587.98,38.8,23.2511,21.61,9046.47,8125.6,8.4129,2388.12,215,129,112.33833
49,87,393,642.13,1594.83,38.84,23.3938,21.61,9044.06,8128.0,8.4635,2388.09,215,128,120.22587
49,88,392,642.73,1590.17,38.88,23.24,21.61,9049.85,8128.85,8.43,2388.14,215,127,108.99917
49,89,392,642.35,1592.32,38.92,23.3491,21.61,9045.96,8127.32,8.3946,2388.15,215,126,128.95377
49,90,393,642.55,1598.89,38.77,23.3834,21.61,9037.6,8129.22,8.4151,2388.12,215,125,109.62757
49,91,392,642.89,1594.01,38.94,23.2363,21.61,9042.59,8127.79,8.4251,2388.14,215,124,114.31499
49,92,392,642.65,1584.1,38.89,23.3538,21.61,9050.24,8129.8,8.4759,2388.17,215,123,109.337135
49,93,394,643.02,1593.62,38.82,23.2435,21.61,9037.25,8119.21,8.4199,2388.09,215,122,99.564445
49,94,393,642.85,1598.51,38.75,23.2999,21.61,9048.32,8126.16,8.4564,2388.2,215,121,89.26501
49,95,393,642.59,1591.74,38.77,23.38,21.61,9047.75,8126.73,8.4596,2388.11,215,120,109.70379
49,96,393,642.67,1591.06,38.77,23.3117,21.61,9036.31,8127.92,8.4166,2388.12,215,119,113.74761
49,97,394,642.85,1590.23,38.76,23.3442,21.61,9041.37,8131.0,8.4448,2388.09,215,118,92.39981
49,98,391,642.67,1583.72,38.76,23.2831,21.61,9043.12,8130.01,8.4657,2388.14,215,117,97.64358
49,99,393,643.3,1589.48,38.86,23.2351,21.61,9046.71,8126.91,8.462,2388.13,215,116,92.2417
49,100,392,642.55,1587.58,38.94,23.3381,21.61,9043.91,8129.87,8.437,2388.15,215,115,120.904274
49,101,392,642.64,1584.88,38.73,23.1751,21.61,9044.18,8132.73,8.4571,2388.14,215,114,99.69497
49,102,394,642.21,1595.3,38.6,23.3487,21.61,9032.99,8124.37,8.4576,2388.17,215,113,90.19852
49,103,394,642.66,1589.73,38.7,23.2772,21.61,9045.1,8121.25,8.4765,2388.16,215,112,75.610954
49,104,394,642.26,1586.04,38.75,23.1774,21.61,9048.59,8123.75,8.4437,2388.09,215,111,101.04238
49,105,393,642.7,1594.92,38.81,23.304,21.61,9051.16,8126.92,8.4663,2388.18,215,110,87.22359
49,106,393,643.03,1588.9,38.71,23.2877,21.61,9047.99,8126.96,8.4299,2388.1,215,109,99.88907
49,107,393,642.65,1591.83,38.78,23.2249,21.61,9049.03,8128.67,8.4329,2388.09,215,108,109.58646
49,108,395,642.33,1599.75,38.66,23.2367,21.61,9052.15,8129.36,8.4277,2388.12,215,107,80.123024
49,109,392,642.72,1592.49,38.79,23.2572,21.61,9051.37,8123.84,8.4267,2388.12,215,106,90.694145
49,110,395,642.73,1589.49,38.87,23.3109,21.61,9051.72,8128.52,8.4962,2388.14,215,105,81.57357
49,111,393,642.99,1595.28,38.74,23.2977,21.61,9046.09,8120.37,8.413,2388.11,215,104,88.97713
49,112,394,642.75,1592.07,38.95,23.2976,21.61,9039.91,8127.48,8.4154,2388.13,215,103,98.35012
49,113,394,642.57,1592.95,38.66,23.3278,21.61,9048.12,8127.18,8.4695,2388.14,215,102,78.39618
49,114,393,642.61,1588.87,38.61,23.2703,21.61,9042.1,8124.25,8.4543,2388.11,215,101,87.622314
49,115,394,643.18,1587.02,38.8,23.3781,21.61,9053.18,8126.45,8.4637,2388.11,215,100,91.40085
49,116,394,642.81,1590.1,38.71,23.3232,21.61,9046.42,8131.39,8.4257,2388.12,215,99,85.89383
49,117,393,643.17,1596.81,38.66,23.2735,21.61,9047.39,8127.56,8.4291,2388.15,215,98,72.45884
49,118,394,642.89,1588.57,38.63,23.2938,21.61,9047.61,8123.12,8.4205,2388.16,215,97,80.34219
49,119,393,643.1,1583.6,38.89,23.2403,21.61,9050.82,8132.66,8.4241,2388.08,215,96,95.83967
49,120,393,642.63,1594.69,38.81,23.1605,21.61,9041.05,8127.91,8.463,2388.12,215,95,85.73532
49,121,394,642.88,1589.37,38.84,23.1794,21.61,9046.73,8125.56,8.4656,2388.16,215,94,60.43649
49,122,393,642.21,1591.46,38.98,23.2443,21.61,9043.66,8126.47,8.4407,2388.15,215,93,89.01939
49,123,391,642.99,1594.62,38.71,23.2554,21.61,9042.09,8128.07,8.4406,2388.13,215,92,67.40822
49,124,393,642.49,1591.09,38.78,23.2694,21.61,9047.0,8118.58,8.4107,2388.14,215,91,79.31508
49,125,392,643.12,1592.99,38.94,23.2548,21.61,9051.87,8127.5,8.4489,2388.18,215,90,72.93878
49,126,394,643.05,1589.8,38.72,23.321,21.61,9041.95,8129.75,8.4692,2388.16,215,89,66.43157
49,127,391,642.62,1581.8,38.81,23.2819,21.61,9054.59,8133.24,8.4298,2388.17,215,88,95.23274
49,128,394,642.61,1592.03,38.94,23.2662,21.61,9053.44,8130.1,8.4433,2388.15,215,87,89.74396
49,129,394,642.86,1583.56,38.99,23.2648,21.61,9047.36,8129.5,8.4198,2388.11,215,86,91.21778
49,130,393,642.46,1586.31,38.66,23.2575,21.61,9045.11,8124.78,8.4593,2388.15,215,85,69.305954
49,131,394,642.74,1591.85,38.56,23.2752,21.61,9053.6,8124.69,8.4677,2388.14,215,84,66.33061
49,132,394,643.06,1595.34,38.69,23.2147,21.61,9045.07,8127.56,8.4841,2388.14,215,83,49.508747
